storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
08692669-24ad-4d39-9260-64220b910b2b,Jessica menikah,Jessica adalah seorang gadis muda.,Dia jatuh cinta dengan pria yang lebih tua.,Pria yang lebih tua meminta untuk menikahinya.,Jessica mengatakan ya.,Mereka memiliki pernikahan besar yang hebat.
53b68a09-c5e8-49f1-ba0a-723acc7c8361,Selingkuh saat melihat,Greg bertanya kepada istrinya apakah dia ingin bertemu dengannya di kedai kopi.,Dia bilang tidak karena dia akan pulang.,"Namun, dia berkencan dengan pria lain saat ini.",Greg mengetahui ketika pemilik toko memberitahunya apa yang dilihatnya.,Dia menjadi marah dan mengusir istrinya keluar dari rumah.
9e01224c-2e7e-4a87-82bf-aee48cb22a54,Patah hati Bob,Bob menikah dengan bahagia.,Dia membawa pulang bunga untuk istrinya.,"Sambil mencari istrinya, dia melihatnya dengan pria lain.",Bob melempar bunga ke bawah dan pergi.,Bob patah hati oleh istrinya selingkuh.
3ae1298a-1139-41fd-b2f2-7652c8328efb,Mary Jane,Tom dan Jane bertemu di kelas matematika.,Mereka memukulnya dengan indah.,"Mereka berkencan selama bertahun -tahun, bahkan melalui perguruan tinggi.",Tom melamar setelah lima tahun.,Tom akan menikah dengan Jane.
98088c56-d4a8-41b9-adb2-671f7bfe753d,Hari yang bergerak,Angela adalah ibu tunggal bagi dua anak laki -laki.,Dia melakukannya sendiri selama bertahun -tahun.,Suatu hari ayah putranya memintanya untuk menikah dengannya.,Dia setuju dan memutuskan untuk pindah bersamanya.,Angela dan anak -anaknya pindah ke rumah besar dan kami senang.
743cbb3b-a25b-4cbf-9d65-5bc98173e556,Larry menipu,Larry memberi tahu istrinya bahwa dia akan pergi dalam perjalanan bisnis.,Larry benar -benar menuju ke kamar hotel.,Larry menghabiskan malam bersama wanita lain.,Larry mendapat telepon dari istrinya.,Istrinya mengatakan kepadanya bahwa dia ada di luar dan meminta perceraian.
a10bb585-f564-4da3-b780-cb0b77f02207,Yang satu,James adalah ayah tunggal selama 5 tahun.,Dia tidak tahu apakah dia akan menemukan seorang istri.,Dia memutuskan untuk mulai berkencan secara online.,James bertemu dengan seorang gadis yang luar biasa dengan sangat cepat.,Mereka berdua bertemu dan jatuh cinta.
e1a47627-5717-4e75-b702-ad626ba3f756,Edward,Edward kesepian dan menginginkan pacar jadi dia mulai berkencan.,Dia pergi berkencan dengan seorang gadis bernama Joy.,Edward menyukainya tetapi dia tidak menyukainya jadi dia marah padanya.,Joy memberi tahu Edward bahwa dia memiliki masalah kemarahan dan membutuhkan bantuan.,Edward menemukan kemarahannya mencegahnya menemukan cinta.
0e94d206-c6ee-4a37-a0ae-1e02eedab23f,Eddie dideportasi,Eddie adalah seorang imigran Meksiko.,Dia mencintai AS seperti negaranya sendiri.,Dia menikah dengan seorang wanita bertulang besar dari Amerika Serikat.,Eddie sedang menyeruput minuman dingin suatu hari bersama istrinya.,FBI muncul untuk mendeportasi Eddie pada visa yang kadaluwarsa.
f5c617da-464f-427d-a6fd-340d9358ea07,Lari ketakutan,Kate akan menikah.,Dia memiliki pemikiran kedua tentang itu.,Pada hari pernikahan dia ketakutan.,Kate benar -benar berlari keluar dari gereja.,Dia tidak pernah kembali.
d8d6800c-d96a-48eb-8334-1a6e3791be5f,Bunga untuk cinta yang hilang,Fred dan Wilma putus setelah hubungan yang panjang.,Fred mulai berkencan dengan Betty tetapi masih mencintai Wilma.,"Ketika ulang tahun Wilma datang, Fred mengiriminya satu mawar merah.",Betty menemukan kwitansi toko bunga di saku Fred.,Betty putus dengan Fred karena dia menyadari dia mencintai orang lain.
6694d675-3229-4cb8-a9c3-2637c10bdc29,Membeli perahu,Sam selalu menginginkan perahu.,"Setelah perceraiannya, dia memutuskan untuk mendapatkannya.",Dia tidak terlalu peduli dengan harga.,Dia membeli satu dalam sebulan.,Sam hidup darinya selama mungkin.
42e42db7-17e4-493b-bd8d-d36d7fc1871d,Dipukul,Pria itu meninju seorang wanita.,Wanita itu jatuh.,Tetangga memanggil polisi.,Pria itu masuk penjara.,Wanita itu mengajukan perceraian.
53f517df-44cc-4d6f-bb9f-0596cf9ae7e3,Perawatan intensif,Suami rekan kerjaku Wendy menyukai sepeda motor.,Suatu hari siklusnya tergelincir di bawah mobil.,Dia terluka parah dan dalam perawatan intensif untuk sementara waktu.,Untungnya dia pulih sepenuhnya.,Wendy mengancam perceraian kecuali dia menyingkirkan sepeda motor.
cc732314-d8e9-4b91-adc7-85647082a38c,File Lorrie untuk Perceraian,Lorrie berada di luar memotong pagar di rumahnya di Georgia.,Dia masuk ke dalam untuk minum.,Dia mendengar suara yang datang dari kamar tidur.,Itu adalah suaminya Lonnie dengan wanita lain.,Lorrie mengajukan perceraian sehari setelahnya.
5d4f49fc-46b1-4a71-a070-72806e9b3295,Serikat baru.,Jack ingin meminta pacarnya untuk menikah dengannya dengan cara yang tak terlupakan.,Dia meminta teman dan keluarganya untuk membantu.,Butuh tiga bulan untuk mengoordinasikan semuanya.,Pada hari istimewa itu Jack meminta pacarnya untuk menikah dengannya.,Dia segera mengatakan ya yang membuat semuanya layak untuk Jack.
870bf0ee-8d27-4d8b-8097-25c64ca222f9,Istri seorang polisi,Jennifer menikah dengan seorang polisi Chicago.,"Setiap hari suaminya pergi bekerja, dia akan khawatir untuknya.",Setiap hari ketika dia sampai di rumah dia sangat berterima kasih.,Dia tahu bahwa dia di luar sana melakukan hal yang benar.,"Semakin dia memikirkannya, semakin dia bangga dengan pasangannya."
c8376448-d17e-43c8-af6e-d1afbbd6a0e0,Jerry terluka,Jerry berkencan dengan model yang indah.,Jerry tidak pernah ingin itu berakhir.,2 bulan kemudian dia mendapat telepon.,Gadis itu telah memberi tahu Jerry bahwa mereka adalah teman yang lebih baik.,Jerry menangis untuk tidur.
23dde3c8-8a95-478c-8063-695ceb6ea288,Hari pernikahan,Hari ini adalah hari pernikahan Maria.,"Dia bersemangat, di pagi hari dia pergi dan menata rambutnya.",Pada pukul tiga siang dia membawa limusin ke gereja untuk menikahi suaminya.,Maria dan suami barunya James tampak hebat selama tarian mereka.,Mereka pergi di limusin ke bandara.
a8d27ed2-8746-4a05-98ce-681ca66f089f,Robin wanita itu,Robin sedang mengalami perceraian yang tidak menyenangkan.,Dia kehilangan hak asuh atas anak -anaknya.,Dia memutuskan dia perlu menemukan cara untuk melihat anak -anaknya.,Dia memutuskan untuk berpakaian dan bermain sebagai pengasuh mereka untuk disewa.,Robin senang menghabiskan waktu bersama anak -anaknya bahkan sebagai orang lain.
fd123299-9c96-4be6-8a04-8a06441ce0c5,Kartu terima kasih,Ashley baru saja menikah!,Dia menyadari bahwa dia sekarang harus menulis semua catatan terima kasih.,Ashley memiliki lebih dari dua ratus orang di pernikahannya.,Dia mengetahui bahwa Walgreens membuat kartu ucapan terima kasih dalam jumlah besar.,Dia memutuskan untuk menempuh rute itu dan meminta Walgreens melakukannya!
3cef2682-e386-43df-b90c-6c61abad42da,Anting -anting yang rusak,Saya memiliki anting -anting emas.,Saya memakainya setiap hari.,Kemudian mereka pecah.,Saya patah hati.,Sekarang saya tidak punya apa -apa untuk dipakai.
3e2de374-ffbf-4745-9460-4be75d080fe1,Ibu tunggal,Gina baru -baru ini bercerai.,Dia memiliki dua anak.,"Untuk menyediakan bagi anak -anaknya, dia bekerja sepanjang waktu.",Jadi anak -anaknya memiliki kehidupan yang baik.,Tapi Gina lelah sepanjang waktu.
f5e719b6-9ada-4c5f-9380-53f361d016e2,Katie tertinggal,Ini hari pernikahan Katie.,Dia akan menikah dengan pacarnya 5 tahun.,Upacara mulai.,Suaminya tidak terlihat.,Suaminya tidak muncul dan tidak ada pernikahan.
959d0aa7-913c-47f9-bd5e-d33a1eac380a,Keith menikahi kekasihnya,Keith sangat mencintai pacarnya.,Keduanya telah menjadi belahan jiwa.,Hanya ada satu langkah tersisa.,Keith memutuskan untuk berlutut dan memintanya untuk menjadi pengantinnya.,Keith menikahi kekasihnya.
4abf1c97-d0fb-4564-a1e4-5f2361fd5777,Sabrina menemukan cinta,Sabrina berkencan.,Pada tanggal pria itu memberitahunya semua yang ingin dia dengar.,Dia langsung jatuh cinta padanya.,Bulan berlalu dan mereka terus berkencan.,Mereka akhirnya menikah dan hidup bahagia selamanya.
ba495b0c-600b-459c-9e7b-8137a8c83157,ceri Jubilee,Saya berkencan dengan orang buta secara hukum pada tahun 1979.,Dia memiliki penglihatan yang sangat sedikit karena retinitis pigmentosa.,Kami pergi ke restoran dan dia memesan ceri Jubilee.,"Ketika pelayan menyalakan makanan penutup, dia melompat dari meja.",Cahaya yang tiba -tiba mengganggunya.
14f21fc1-2503-4697-b7cb-be7dd7970d92,Perceraian,Ian mengetahui bahwa Glady berselingkuh.,Dia berbicara dengannya dan meminta untuk mengabaikan perselingkuhannya.,Dia tidak yakin dan mengatur perceraian.,"Karena dia adalah pencari nafkah keluarga, dia memenangkan hak asuh tunggal anak -anak.",Glady tinggal sendirian di sebuah apartemen kecil.
e285a904-aa98-4b16-a7b5-ba205b2ea461,Brian ingin bercabang,Brian adalah anggota boy band yang populer.,Dia memutuskan dia bisa lebih besar sebagai artis solo.,Brian memutuskan untuk meninggalkan grup.,Banyak penggemar yang patah hati.,Brian perlu melebarkan sayapnya dan terbang.
43c8204c-a0c9-4448-9920-7285367e38ad,Makan malam keluarga,Kyle mengundang Debbie ke rumah orang tuanya untuk makan malam.,Dia telah berkencan dengannya selama berbulan -bulan dan ingin mereka bertemu.,Dia khawatir karena dia tidak pernah membawa seorang gadis pulang sebelumnya.,"Dia meminta ibunya untuk memasak spageti, favorit Diane.",Dia tidak khawatir karena mereka memukulnya dengan sempurna.
92b49812-437c-4e55-a1ab-7dbeffaac674,Dapatkan kakek,Kakek Dan baru -baru ini mengalami pukulan besar.,"Dan bergegas ke rumah sakit, berpikir yang lebih buruk telah terjadi.","Namun, Dan melihat kakeknya hidup, tetapi tidak bergerak.","Setelah berbicara dengan para dokter, mereka memberi tahu Dan bahwa dia lumpuh.",Dan patah hati mendengar kakeknya berada dalam keadaan seperti itu.
249b2ff7-20ee-45ab-8468-e59932790003,Pernikahan Baru,Jack membesarkan 3 anaknya sendirian.,"Ketika tertua di sekolah menengah, dia menikah.",Mereka adalah keluarga besar dan sangat bahagia.,Anak -anak Jacks mulai kesal dengannya.,Jack tidak lagi memiliki hubungan dengan anak -anaknya.
e8ca7b6f-e751-4f0f-8aec-537009677bd4,Sam meleleh,Sam sedang mengalami perceraian yang tidak menyenangkan.,Dia khawatir tentang perselingkuhannya dengan seorang gadis di bawah umur akan keluar.,Wajah Sam berubah menjadi ungu gelap ketika istrinya mengancamnya.,Sam berjanji untuk membayar biaya berapa pun agar tetap tersembunyi.,Mantan istri Sam setuju dan Sam pulih dari lelehnya.
51983a75-2514-4734-a073-aeaaba195e38,Pernikahan yang tertunda,Timmy akan menikah.,Dia pergi ke rumah pria terbaiknya untuk bersiap -siap.,Dia dan pria terbaiknya menuju gereja.,Mobil Timmy mendapat ban kempes.,Pernikahan harus dimulai terlambat.
a8e4f163-169e-4e24-948a-573d04059389,Terrance meminum rasa sakit,Terrance baru -baru ini bercerai.,Dia menuju ke bar agar merasa lebih baik.,Dia memberi tahu bartender untuk memberinya wiski.,Dia minum sampai dia tidak tahan.,Terrance menghilangkan rasa sakitnya.
b88205e5-96f4-4a63-b7cd-ccb1831f2524,Jill menikah,Jill adalah seorang wanita berusia 30 -an.,Dia belum pernah menikah.,Dia tidak percaya pada cinta.,Sampai suatu hari seorang pria menyapu kakinya dan dia jatuh cinta.,Mereka segera menikah dan hidup bahagia selamanya.
64fa6111-7e9b-4742-8154-cc39b5bf9651,Adam keluar,Adam adalah seorang bankir di kota kecil Carolina Utara.,Dia adalah pria keluarga yang ramah.,Suatu hari istrinya Joy menangkapnya menyentuh pria lain.,Joy memutuskan untuk menceraikannya.,Adam memutuskan untuk berhenti hidup dan mengumumkan dia gay.
b57f7d1d-5f1d-49da-a41b-6c20492ec25f,Candid FB Post,Rekan kerja saya Sally baru saja mengakhiri perselingkuhan sepuluh tahun.,Perselingkuhan berakhir setelah istri pria itu mengancam perceraian.,Sally sedih karena suaminya menolak untuk berbicara dengannya.,Kemarin dia memposting posting FB TBT tentang bagaimana mereka dulu mencium.,Saya merasa sedih untuk Sally.
e9336960-4457-45c0-8048-5896a01d566d,Sedang jatuh cinta,Tracey jatuh cinta dengan seorang pria bernama John di Amerika Serikat.,Dia mengunjungi John berkali -kali selama bertahun -tahun dari Inggris.,Satu Natal Tracey dan John bertunangan.,Tahun depan mereka menikah.,Tracey dan John sekarang hidup bahagia bersama.
a0aaf163-6935-4bf0-9870-e8e65cdc7681,Atraksi fatal,"Jana, seorang konsultan di agensi saya berselingkuh dengan Joe.",Joe mengakhiri perselingkuhan setelah istrinya menangkapnya dan mengancam perceraian.,Dia menolak untuk menelepon Jana dan memintanya untuk menghapus referensi kepadanya di FB.,Dia merasa dicemooh dan memposting beberapa foto mereka bersama.,"Hebatnya, Joe masih menikah."
728f790e-7734-44bf-87f8-da721cab6610,Pekerjaan makeup yang buruk,Lily akan menikah.,Dia cukup bersemangat.,Dia mempekerjakan seseorang untuk membantu makeup.,"Ketika wanita itu melakukannya, dia buruk.",Wajahnya berantakan.
add08b5d-5428-4960-8f40-36d838c427ae,Pernikahan,Jane dan Andy akan menikah.,Semua orang berkumpul di gereja.,Jane berjalan menyusuri lorong menuju Andy.,Mereka berdua bilang aku melakukannya dan berciuman.,Mereka bahagia dan menjalani kehidupan yang panjang dan bahagia.
32a2c77f-bc4f-43b5-b0a5-9987e4cc5385,Mike bercerai,Mike tidak senang dengan istrinya.,Dia telah menjatuhkannya selama bertahun -tahun.,Dia lelah dan ingin mengubah hidupnya.,Dia memutuskan hal pertama yang harus dilakukan adalah bercerai.,Jadi dia bercerai dari istrinya.
bf7d0d0b-fe86-4a7a-8398-0d2e5447c85e,Diskriminasi yang terburuk,Brandon mencoba mengintip pesan teks Jerry.,Dia mengetahui bahwa Jerry saat ini sedang berkencan dengan seorang pria.,"Dua minggu setelah membaca teks, Brandon menghindari kontak dengannya.",Jerry mencoba menjangkaunya.,Brandon mengatakan kepadanya bahwa dia tidak suka homoseksual.
2b12e4d9-c47b-4ae3-9b5f-b4d320dcc12b,Tertangkap,Perusahaan kami mempekerjakan magang perguruan tinggi untuk musim panas.,"Mereka diberi tugas mematikan pikiran, seperti menyalin.","Satu magang agak tampan, dan bertanggal seorang pekerja.",Mereka menyelinap menjauh dari pekerjaan dan menonton film.,"Mereka tertangkap, dan magang kehilangan pekerjaan musim panasnya."
e991ea69-fcfd-4827-a0e1-768314904d2c,Melissa patah hati,Melissa telah berkencan dengan seorang anak laki -laki selama 3 bulan.,Suatu hari bocah itu memberi tahu Melissa bahwa dia ingin putus.,Dia mengatakan kepadanya bahwa dia telah menemukan seseorang yang baru.,Melissa bertanya siapa gadis itu.,Bocah itu mengatakan kepadanya bahwa dia jatuh cinta dengan saudara perempuan Melissa.
b14f4400-0191-475b-86a0-8cdddda4b240,Kopi,Salah satu rekan kerja baru saya adalah gay.,Dia mengatakan kepada saya bahwa dia akan menikah bulan depan.,Seminggu yang lalu saya memegang kopi untuknya di kantor kami.,"Satu orang menolak untuk pergi, mengutip keberatan agama.","Namun, kami mengadakan pesta yang bagus."
6bc9ffd3-df9a-41db-a9d6-316c1a31abb8,Gulat profesional,Kate selalu menyukai senam.,Dia berkencan dengan seorang pria yang menyukai gulat pro.,Kate menyadari itu hanya banyak senam.,Dia akhirnya melakukannya juga dan mulai melakukannya sendiri.,Dia menjadi agak terkenal di pertunjukan yang lebih kecil.
2d9b6806-5872-48da-ba51-ca33fa2ba943,Hadiah Rhonda,Evan berkencan dengan Rhonda.,Evan pergi ke mal untuk membeli hadiah.,Dia melihat Rhonda berjalan dengan pria lain.,Evan menghadapi Rhonda dan putus dengannya.,Dia pergi tanpa membelikannya hadiah.
0e38fa88-a296-47bf-aa5a-48c391c6cea6,Saudara kembar,Tom berkencan dengan seorang gadis dengan saudara kembar.,Suatu malam mereka mencoba menarik trik padanya.,Mereka beralih tempat untuk melihat apakah dia akan memperhatikan.,Tom segera memperhatikan.,Dia bahkan tidak tertipu selama satu menit.
9fbb79bf-4bf0-4033-bdea-ffcc1f342718,Penutupan sampingan,Tom memutuskan untuk mengundang istrinya untuk makan malam dengan mitra bisnisnya.,Dia memperkenalkannya sebagai teman baiknya.,Istrinya menjadi marah dan melemparkan minumannya padanya.,Dia berjalan pergi.,Tom meminta maaf kemudian dan mengungkapkan kepada teman -temannya bahwa mereka sudah menikah.
1e3b17b0-3ef7-4674-b544-5537dec6bac2,Memilih gaun,"Yvette akan menikah, tetapi dia membutuhkan gaun.",Dia pergi ke toko pakaian bersama teman -temannya.,"Dia mencoba banyak gaun, tetapi teman -temannya tidak menyetujuinya.","Akhirnya, dia mengenakan gaun yang sempurna.",Teman -temannya menyetujui dan membeli di tempat!
042349a4-23f2-41cb-b271-a83e5088d5ea,Mulai baru Cliff,Cliff baru -baru ini bercerai.,Dia mengalami depresi selama berbulan -bulan.,Cliff memutuskan cukup sudah cukup.,Cliff siap menjual rumahnya dan pindah ke kota baru.,Cliff menjual semuanya dan menuju ke selatan untuk awal barunya.
f97e08e3-90a9-4133-a9ba-3178d1cb78de,Cinta yang hilang,Kakek saya meninggal karena usia tua.,Dia dipindahkan ke Indiana untuk dimakamkan.,"Saat bepergian ke pemakaman, saya bertemu dengan seorang teman sekolah menengah.",Kami nongkrong selama beberapa hari dan akhirnya jatuh cinta.,Kurang dari setahun kemudian kami akhirnya menikah!
80e79cc4-4c90-4da1-aac9-01b067670cb8,Istri selingkuh,Tom mengalami masalah dalam pernikahannya.,Dia tidak tahu cara meningkatkan hal -hal.,Akhirnya istrinya mengaku berselingkuh.,Tom dihancurkan oleh berita itu.,Mereka bercerai tak lama setelah itu.
7ba4cb98-4e69-4202-b4e0-eb0ff887f215,Kami menikah,Suami saya dan saya menikah pada hari Minggu sore.,Pernikahan kami seharusnya berada di taman tetapi mulai hujan.,Satu -satunya tempat lain yang tersedia adalah bar.,Kami memindahkan bunga dan kursi ke lantai dansa bar.,"Itu adalah pernikahan yang menyenangkan, dan kami harus berdansa dengan teman -teman kami."
ba40ae04-5796-4fb3-8de2-805b86fb5c9e,Cincin kawin,"Ketika saya menikah, saya memilih cincin saya sendiri.",Suami saya tidak peduli untuk membelikan saya satu.,Saya menemukan apa yang saya inginkan di internet.,Saya memesan secara online.,"Ketika kami putus, dia mencuri mereka dari saya."
e8ea1864-662b-49f9-a14e-014e67db3d28,Pertemuan,Seorang pacar lama menghubungi saya di media sosial.,Dia telah menemukan suamiku dan aku terpisah.,Dia baru saja bercerai dan ingin bertemu saya.,Saya memutuskan untuk membalas dendam untuk masa lalu.,Saya setuju untuk bertemu dengannya dan tidak muncul.
7e7537a1-08de-45f4-9229-8ea9a28f1f81,Cinta sejati,Bob jatuh cinta dengan Anna.,Dia memutuskan ingin menikahinya.,Bob menabung dan membelikan Anna cincin yang indah.,"Saat makan malam, Bob melamar Anna dan memberinya cincin.",Anna mengatakan ya dan mereka menikah enam bulan kemudian.
b366e11a-98b8-4e5a-bddc-ba4ace6a7c7f,Putra,Pria itu duduk di tempat tidur.,Putranya sakit.,Pria itu menunggu putranya bangun.,Putranya tidak pernah bangun.,Pria itu patah hati.
39e23dfa-1c1c-42fc-9dd1-d506aa0e0de3,Perceraian,Emana telah menikah selama sebelas tahun.,Tapi dia dan suaminya selalu bertarung.,Mereka tetap bersama saat anak -anak mereka kecil.,"Tapi sekarang anak bungsu mereka berusia sembilan tahun, jadi mereka bercerai.",Emana dan mantannya berakhir jauh lebih bahagia.
